platform,source,date,post_time,day_of_week,is_weekend,content_type,hashtags,likes,comments,shares,views,engagement_rate,engagement_level
YouTube,viral_trends_dataset,2023-08-07,,0.0,0,Video,#Dance,236291,20230.0,48695,1084845.0,28.1345,Low
TikTok,viral_trends_dataset,2022-04-24,,6.0,1,Image,#Fashion,251319,45639.0,90801,785441.0,49.3683,High
Instagram,viral_trends_dataset,2023-02-23,,3.0,0,Video,#Fitness,33474,37790.0,31406,2088618.0,4.9157,Low
YouTube,viral_trends_dataset,2023-01-04,,2.0,0,Video,#Fitness,358995,6260.0,39781,1877888.0,21.5687,Medium
YouTube,viral_trends_dataset,2023-09-04,,0.0,0,Video,#Viral,77170,2951.0,26752,2518128.0,4.2441,Medium
YouTube,viral_trends_dataset,2022-07-01,,4.0,0,Image,#Tech,481020,25181.0,94615,2056076.0,29.2215,Medium
YouTube,viral_trends_dataset,2023-06-05,,0.0,0,Text,#Tech,205652,45507.0,74668,535121.0,60.8885,Medium
TikTok,viral_trends_dataset,2023-07-13,,3.0,0,Text,#Fashion,322762,45772.0,69154,3881244.0,11.277,Low
YouTube,viral_trends_dataset,2022-05-04,,2.0,0,Image,#Gaming,449425,35583.0,54623,4498572.0,11.9956,High
Instagram,viral_trends_dataset,2022-08-27,,5.0,1,Video,#Fashion,49571,7419.0,4667,3008256.0,2.0496,High
YouTube,viral_trends_dataset,2022-10-12,,2.0,0,Video,#Gaming,41192,26107.0,4687,1987787.0,3.6214,Low
TikTok,viral_trends_dataset,2023-02-14,,1.0,0,Text,#Dance,27418,3114.0,58555,4486633.0,1.9856,Low
TikTok,viral_trends_dataset,2023-01-12,,3.0,0,Live,#Gaming,260126,7127.0,47936,496567.0,63.4736,High
YouTube,viral_trends_dataset,2023-05-01,,0.0,0,Text,#Music,280741,17906.0,96904,4731153.0,8.3606,Medium
Twitter,viral_trends_dataset,2023-11-07,,1.0,0,Image,#Viral,431284,46613.0,38305,212704.0,242.6856,High
Twitter,viral_trends_dataset,2022-09-07,,2.0,0,Video,#Fashion,324119,7716.0,29318,1314532.0,27.4739,High
TikTok,viral_trends_dataset,2022-05-30,,0.0,0,Video,#Education,258225,6932.0,21629,1616973.0,17.736,Medium
Instagram,viral_trends_dataset,2022-04-17,,6.0,1,Image,#Education,333304,41206.0,64397,3692899.0,11.8852,High
Twitter,viral_trends_dataset,2023-06-20,,1.0,0,Live,#Tech,67796,30462.0,52824,1670435.0,9.0445,Medium
Twitter,viral_trends_dataset,2023-01-06,,4.0,0,Video,#Fashion,442212,4338.0,71040,3923288.0,13.1928,Medium
TikTok,viral_trends_dataset,2023-12-02,,5.0,1,Video,#Viral,3030,5046.0,44751,1756626.0,3.0073,Medium
Twitter,viral_trends_dataset,2023-03-07,,1.0,0,Text,#Tech,476695,6539.0,34147,1262732.0,40.9731,Low
Instagram,viral_trends_dataset,2023-09-08,,4.0,0,Text,#Fashion,68913,2520.0,48724,652613.0,18.4117,High
TikTok,viral_trends_dataset,2022-07-10,,6.0,1,Live,#Fashion,499147,4513.0,11602,2216863.0,23.2428,Low
TikTok,viral_trends_dataset,2023-07-06,,3.0,0,Video,#Tech,382933,35325.0,33818,3847940.0,11.7485,High
TikTok,viral_trends_dataset,2023-04-10,,0.0,0,Live,#Tech,299277,22378.0,88023,431450.0,94.9538,Medium
YouTube,viral_trends_dataset,2023-12-24,,6.0,1,Video,#Music,384754,30923.0,68003,4136937.0,11.6917,High
Twitter,viral_trends_dataset,2023-06-04,,6.0,1,Text,#Education,453977,12085.0,51450,4747512.0,10.9007,Medium
YouTube,viral_trends_dataset,2022-08-03,,2.0,0,Video,#Challenge,444847,44360.0,46095,2391980.0,22.379,Low
Twitter,viral_trends_dataset,2022-02-19,,5.0,1,Video,#Dance,206052,32820.0,32784,2663152.0,10.2005,High
Twitter,viral_trends_dataset,2023-07-26,,2.0,0,Video,#Fashion,202697,270.0,90673,932607.0,31.4859,High
Twitter,viral_trends_dataset,2023-08-29,,1.0,0,Video,#Comedy,384661,25664.0,43128,1295631.0,34.9986,High
TikTok,viral_trends_dataset,2022-08-12,,4.0,0,Video,#Tech,257949,41644.0,1409,3914990.0,7.6884,Medium
Instagram,viral_trends_dataset,2023-06-20,,1.0,0,Live,#Gaming,28922,39287.0,67896,4004484.0,3.3988,Medium
Twitter,viral_trends_dataset,2023-08-13,,6.0,1,Image,#Fitness,23428,28304.0,62797,2526693.0,4.5328,Medium
Twitter,viral_trends_dataset,2023-06-24,,5.0,1,Video,#Gaming,152530,15910.0,42933,3234591.0,6.5348,Low
Twitter,viral_trends_dataset,2023-02-10,,4.0,0,Video,#Challenge,306722,22652.0,26650,1680858.0,21.1811,Low
YouTube,viral_trends_dataset,2022-03-13,,6.0,1,Live,#Dance,205017,46380.0,50107,3524578.0,8.5543,Low
Twitter,viral_trends_dataset,2022-04-19,,1.0,0,Text,#Comedy,267877,33755.0,99635,811909.0,49.4227,Low
Instagram,viral_trends_dataset,2023-07-30,,6.0,1,Video,#Tech,265588,43619.0,10903,2703206.0,11.8419,Low
Twitter,viral_trends_dataset,2023-05-19,,4.0,0,Video,#Fashion,476756,30462.0,74016,4926792.0,11.7974,Medium
Instagram,viral_trends_dataset,2022-08-04,,3.0,0,Live,#Gaming,295265,18596.0,43546,2605580.0,13.717,High
Instagram,viral_trends_dataset,2022-11-07,,0.0,0,Video,#Dance,235103,18896.0,16489,675381.0,40.0497,Low
YouTube,viral_trends_dataset,2023-05-10,,2.0,0,Image,#Tech,117156,44942.0,48201,2583578.0,8.1398,High
YouTube,viral_trends_dataset,2023-03-06,,0.0,0,Video,#Fashion,179971,20886.0,22707,3986877.0,5.6075,Low
YouTube,viral_trends_dataset,2022-07-10,,6.0,1,Image,#Fashion,135578,36180.0,31719,4576712.0,4.4459,Low
Instagram,viral_trends_dataset,2022-09-30,,4.0,0,Video,#Fitness,264811,24414.0,27451,3228575.0,9.8085,High
Instagram,viral_trends_dataset,2023-03-25,,5.0,1,Video,#Education,181553,3465.0,21480,3413756.0,6.049,Low
Twitter,viral_trends_dataset,2022-10-12,,2.0,0,Image,#Fashion,232692,36166.0,8846,939606.0,29.5554,High
Instagram,viral_trends_dataset,2022-05-11,,2.0,0,Image,#Dance,287542,42322.0,90299,1145849.0,36.6683,High
Twitter,viral_trends_dataset,2022-08-19,,4.0,0,Video,#Challenge,355237,1657.0,85558,588305.0,75.2079,Medium
YouTube,viral_trends_dataset,2023-03-20,,0.0,0,Video,#Fitness,47708,37640.0,76578,3861892.0,4.1929,Low
Twitter,viral_trends_dataset,2022-10-01,,5.0,1,Image,#Education,109062,40554.0,80947,4427716.0,5.2073,High
YouTube,viral_trends_dataset,2022-08-26,,4.0,0,Video,#Education,334394,41057.0,46223,4806719.0,8.7726,Low
Twitter,viral_trends_dataset,2023-03-18,,5.0,1,Live,#Dance,413922,14507.0,85371,4814733.0,10.6714,High
TikTok,viral_trends_dataset,2022-02-14,,0.0,0,Text,#Music,394401,6258.0,54346,3946834.0,11.5284,Medium
YouTube,viral_trends_dataset,2023-07-26,,2.0,0,Video,#Fashion,270115,11512.0,42913,1269726.0,25.5598,High
Twitter,viral_trends_dataset,2023-10-24,,1.0,0,Image,#Tech,286423,10893.0,76936,4079564.0,9.1738,Medium
Instagram,viral_trends_dataset,2022-12-23,,4.0,0,Image,#Challenge,465657,5015.0,33665,4431107.0,11.3817,Medium
YouTube,viral_trends_dataset,2023-11-25,,5.0,1,Live,#Challenge,25700,49114.0,44736,4020489.0,2.9735,Low
Instagram,viral_trends_dataset,2023-01-05,,3.0,0,Video,#Education,223769,11556.0,87424,2982515.0,10.8214,High
YouTube,viral_trends_dataset,2022-06-23,,3.0,0,Video,#Viral,349917,6379.0,96965,556692.0,81.4204,Low
Instagram,viral_trends_dataset,2023-04-08,,5.0,1,Text,#Dance,309174,14068.0,3823,2487151.0,13.1502,High
Instagram,viral_trends_dataset,2023-06-01,,3.0,0,Live,#Challenge,98572,22004.0,86466,827453.0,25.0216,High
YouTube,viral_trends_dataset,2023-09-20,,2.0,0,Text,#Music,68237,27681.0,29413,724983.0,17.2874,Medium
Twitter,viral_trends_dataset,2023-02-04,,5.0,1,Video,#Music,150762,1486.0,99579,1468817.0,17.1449,High
YouTube,viral_trends_dataset,2022-11-25,,4.0,0,Video,#Comedy,219247,28304.0,83057,3186028.0,10.3768,Medium
TikTok,viral_trends_dataset,2023-11-02,,3.0,0,Live,#Tech,87132,1464.0,11145,4508915.0,2.2121,High
Instagram,viral_trends_dataset,2022-03-17,,3.0,0,Video,#Viral,416382,47488.0,88301,4397591.0,12.5562,Medium
YouTube,viral_trends_dataset,2022-09-13,,1.0,0,Image,#Education,471857,45781.0,28736,3601578.0,15.1704,Medium
Twitter,viral_trends_dataset,2022-07-05,,1.0,0,Video,#Viral,348089,14943.0,61193,3841456.0,11.0433,High
YouTube,viral_trends_dataset,2023-07-07,,4.0,0,Video,#Viral,195633,20583.0,15859,1034261.0,22.4387,Low
Instagram,viral_trends_dataset,2023-09-14,,3.0,0,Video,#Tech,281512,28963.0,29457,604410.0,56.242,Medium
YouTube,viral_trends_dataset,2023-07-14,,4.0,0,Image,#Gaming,172803,18377.0,2213,2028335.0,9.5346,Medium
Instagram,viral_trends_dataset,2022-03-25,,4.0,0,Video,#Fashion,282262,16684.0,66844,4771704.0,7.6658,Low
YouTube,viral_trends_dataset,2022-12-27,,1.0,0,Video,#Dance,218368,4186.0,44457,3411739.0,7.8262,High
TikTok,viral_trends_dataset,2022-04-05,,1.0,0,Video,#Gaming,432821,39288.0,9865,4076916.0,11.822,Low
YouTube,viral_trends_dataset,2023-03-28,,1.0,0,Image,#Education,432567,35843.0,21030,2758264.0,17.7445,Medium
TikTok,viral_trends_dataset,2023-05-29,,0.0,0,Video,#Fashion,388913,9024.0,45669,3998415.0,11.0945,Medium
Twitter,viral_trends_dataset,2023-07-27,,3.0,0,Text,#Comedy,488595,45019.0,87749,1042784.0,59.5869,High
Instagram,viral_trends_dataset,2023-10-09,,0.0,0,Image,#Education,97181,23324.0,19120,4873492.0,2.865,High
YouTube,viral_trends_dataset,2023-05-08,,0.0,0,Image,#Tech,320442,44516.0,87429,975799.0,46.3607,Medium
Instagram,viral_trends_dataset,2022-01-25,,1.0,0,Video,#Music,90647,30875.0,96551,1227035.0,17.7724,Medium
Instagram,viral_trends_dataset,2022-05-11,,2.0,0,Live,#Challenge,417021,10445.0,8144,2940609.0,14.8136,Medium
Twitter,viral_trends_dataset,2023-08-05,,5.0,1,Live,#Fashion,409248,35140.0,48230,3088030.0,15.9525,Low
Twitter,viral_trends_dataset,2022-04-15,,4.0,0,Image,#Viral,280764,47050.0,84256,1459533.0,28.233,High
Instagram,viral_trends_dataset,2022-03-23,,2.0,0,Video,#Tech,376672,42986.0,46465,4501262.0,10.3554,High
YouTube,viral_trends_dataset,2023-06-28,,2.0,0,Text,#Fashion,101693,11498.0,79172,2946718.0,6.528,Medium
Twitter,viral_trends_dataset,2022-01-17,,0.0,0,Image,#Music,320317,36993.0,16914,925089.0,40.4528,High
Twitter,viral_trends_dataset,2023-07-30,,6.0,1,Image,#Fashion,337274,4315.0,36656,1912431.0,19.7782,Medium
Instagram,viral_trends_dataset,2022-07-25,,0.0,0,Video,#Fitness,336333,45633.0,92713,2023201.0,23.4618,Medium
Twitter,viral_trends_dataset,2022-10-09,,6.0,1,Video,#Tech,269272,4628.0,7945,1254731.0,22.4626,Low
Twitter,viral_trends_dataset,2023-11-03,,4.0,0,Live,#Viral,37887,5188.0,25829,4879682.0,1.4121,Low
Instagram,viral_trends_dataset,2023-05-26,,4.0,0,Video,#Comedy,5074,3832.0,20536,1316770.0,2.2359,Medium
YouTube,viral_trends_dataset,2022-09-26,,0.0,0,Video,#Dance,201072,18675.0,22798,2650048.0,9.1525,Medium
YouTube,viral_trends_dataset,2022-06-10,,4.0,0,Image,#Viral,433863,4475.0,96742,4624315.0,11.571,Low
TikTok,viral_trends_dataset,2022-11-03,,3.0,0,Video,#Music,10582,9733.0,34672,68419.0,80.368,High
Instagram,viral_trends_dataset,2022-06-08,,2.0,0,Image,#Education,246832,26490.0,39479,4326229.0,7.2303,High
Twitter,viral_trends_dataset,2023-09-06,,2.0,0,Text,#Education,55618,20734.0,13695,201981.0,44.5819,High
YouTube,viral_trends_dataset,2023-09-06,,2.0,0,Video,#Comedy,263896,34022.0,18776,3909577.0,8.1005,Low
YouTube,viral_trends_dataset,2022-08-08,,0.0,0,Video,#Education,342492,25920.0,97455,4708328.0,9.8945,High
Instagram,viral_trends_dataset,2022-10-29,,5.0,1,Video,#Music,74979,26615.0,9432,236875.0,46.8711,Low
Instagram,viral_trends_dataset,2023-06-14,,2.0,0,Video,#Education,141902,12914.0,86919,4566449.0,5.2937,Low
YouTube,viral_trends_dataset,2022-09-28,,2.0,0,Image,#Fitness,343733,23115.0,96061,3893488.0,11.8893,High
TikTok,viral_trends_dataset,2022-12-11,,6.0,1,Live,#Challenge,111600,19673.0,71519,1788144.0,11.3409,High
YouTube,viral_trends_dataset,2022-08-31,,2.0,0,Image,#Dance,200432,27975.0,97595,1573021.0,20.7246,Low
TikTok,viral_trends_dataset,2022-01-31,,0.0,0,Video,#Fashion,425285,30298.0,64520,4567357.0,11.3874,Medium
YouTube,viral_trends_dataset,2023-05-05,,4.0,0,Video,#Tech,227556,23089.0,13764,283090.0,93.401,Low
Instagram,viral_trends_dataset,2023-06-27,,1.0,0,Video,#Tech,409709,1705.0,41368,276749.0,163.6075,Medium
Instagram,viral_trends_dataset,2022-08-21,,6.0,1,Live,#Fitness,421936,15861.0,20418,2872146.0,15.9538,Medium
YouTube,viral_trends_dataset,2022-03-28,,0.0,0,Text,#Tech,223542,36938.0,59380,1113796.0,28.718,Low
YouTube,viral_trends_dataset,2023-05-03,,2.0,0,Text,#Comedy,268114,19572.0,34565,4769371.0,6.7567,Medium
Twitter,viral_trends_dataset,2023-11-19,,6.0,1,Video,#Dance,66428,21008.0,21959,3690550.0,2.9642,High
YouTube,viral_trends_dataset,2023-08-03,,3.0,0,Video,#Viral,218186,7059.0,94436,1841123.0,17.3634,Low
YouTube,viral_trends_dataset,2022-10-20,,3.0,0,Live,#Viral,430648,35805.0,37387,783895.0,64.2739,Low
Twitter,viral_trends_dataset,2022-02-03,,3.0,0,Video,#Challenge,438609,30472.0,12994,4139390.0,11.646,Low
Instagram,viral_trends_dataset,2023-11-30,,3.0,0,Live,#Gaming,304084,23126.0,26970,4616223.0,7.6725,Low
Twitter,viral_trends_dataset,2023-07-22,,5.0,1,Image,#Fitness,90120,39843.0,40959,997408.0,17.1366,High
TikTok,viral_trends_dataset,2022-04-02,,5.0,1,Video,#Gaming,167376,32126.0,4736,4784006.0,4.2692,Low
TikTok,viral_trends_dataset,2023-02-16,,3.0,0,Video,#Gaming,416802,45764.0,10726,3914797.0,12.0898,Medium
YouTube,viral_trends_dataset,2023-08-20,,6.0,1,Image,#Education,221150,11048.0,60273,2438078.0,11.996,Medium
TikTok,viral_trends_dataset,2023-05-29,,0.0,0,Video,#Challenge,478518,2125.0,92766,1499889.0,38.2301,High
Instagram,viral_trends_dataset,2023-11-07,,1.0,0,Video,#Fashion,217601,15725.0,92282,623920.0,52.1875,Low
TikTok,viral_trends_dataset,2022-06-25,,5.0,1,Live,#Dance,422027,8210.0,65465,1304376.0,38.003,Low
YouTube,viral_trends_dataset,2022-10-26,,2.0,0,Text,#Challenge,308745,41998.0,51775,3050118.0,13.1968,Low
Instagram,viral_trends_dataset,2022-09-28,,2.0,0,Image,#Tech,131704,882.0,17338,384054.0,39.0372,Low
YouTube,viral_trends_dataset,2023-06-25,,6.0,1,Video,#Education,87799,24975.0,92729,2852085.0,7.2054,Low
TikTok,viral_trends_dataset,2023-09-22,,4.0,0,Video,#Comedy,475485,20811.0,53156,2786558.0,19.7179,Low
Twitter,viral_trends_dataset,2022-03-30,,2.0,0,Image,#Comedy,167756,25540.0,43245,195578.0,120.9446,High
Twitter,viral_trends_dataset,2023-07-17,,0.0,0,Video,#Challenge,281554,45190.0,81408,1688397.0,24.1739,High
Instagram,viral_trends_dataset,2022-12-31,,5.0,1,Video,#Fitness,16738,43757.0,9695,2036540.0,3.4465,High
YouTube,viral_trends_dataset,2022-05-24,,1.0,0,Video,#Comedy,221429,13098.0,60644,4868393.0,6.063,High
Twitter,viral_trends_dataset,2022-06-04,,5.0,1,Image,#Dance,195399,14090.0,20484,2498626.0,9.204,High
Instagram,viral_trends_dataset,2022-02-06,,6.0,1,Image,#Education,433852,31850.0,77135,1020700.0,53.1828,High
TikTok,viral_trends_dataset,2023-01-24,,1.0,0,Live,#Tech,169488,4980.0,24750,3269635.0,6.093,Low
Instagram,viral_trends_dataset,2022-12-27,,1.0,0,Live,#Viral,423500,34819.0,50945,39781.0,1280.1689,Low
Instagram,viral_trends_dataset,2023-01-27,,4.0,0,Image,#Fashion,412823,11702.0,75641,97690.0,511.993,Low
Twitter,viral_trends_dataset,2022-06-03,,4.0,0,Image,#Viral,321584,14884.0,22363,4481616.0,8.0067,Low
Twitter,viral_trends_dataset,2022-07-24,,6.0,1,Video,#Education,104981,19365.0,20957,3689048.0,3.9388,Low
Instagram,viral_trends_dataset,2022-12-23,,4.0,0,Video,#Fashion,377017,49912.0,1123,56401.0,758.944,High
TikTok,viral_trends_dataset,2022-01-11,,1.0,0,Live,#Gaming,63857,10497.0,99902,2798360.0,6.2271,High
Instagram,viral_trends_dataset,2022-10-29,,5.0,1,Video,#Viral,327009,21361.0,18316,1748866.0,20.9671,Medium
Twitter,viral_trends_dataset,2023-09-20,,2.0,0,Video,#Dance,213237,48926.0,54881,787450.0,40.2621,Low
Instagram,viral_trends_dataset,2023-12-30,,5.0,1,Video,#Fitness,87676,26540.0,14621,4883378.0,2.6383,Medium
TikTok,viral_trends_dataset,2022-07-18,,0.0,0,Image,#Music,404947,26447.0,83594,1377083.0,37.397,Medium
Instagram,viral_trends_dataset,2022-07-10,,6.0,1,Video,#Music,458647,38590.0,29080,1059321.0,49.6844,High
Twitter,viral_trends_dataset,2022-04-01,,4.0,0,Text,#Gaming,347996,10689.0,28393,1304797.0,29.6658,Low
TikTok,viral_trends_dataset,2023-06-07,,2.0,0,Live,#Dance,231607,7906.0,32444,3129394.0,8.6904,Low
TikTok,viral_trends_dataset,2023-10-22,,6.0,1,Video,#Education,9101,10748.0,7300,769677.0,3.5273,High
TikTok,viral_trends_dataset,2023-10-02,,0.0,0,Video,#Dance,39272,41190.0,23630,1251162.0,8.3196,Low
Twitter,viral_trends_dataset,2022-07-07,,3.0,0,Video,#Music,111926,10310.0,37753,3585274.0,4.4624,Medium
TikTok,viral_trends_dataset,2022-06-06,,0.0,0,Video,#Challenge,238512,47856.0,36261,281292.0,114.6954,High
YouTube,viral_trends_dataset,2022-09-22,,3.0,0,Live,#Dance,306993,3899.0,7673,2805305.0,11.3558,Medium
Instagram,viral_trends_dataset,2022-02-15,,1.0,0,Video,#Challenge,205376,8313.0,88710,478538.0,63.1923,High
YouTube,viral_trends_dataset,2022-08-04,,3.0,0,Video,#Gaming,441786,42533.0,26015,3697282.0,13.803,Medium
Twitter,viral_trends_dataset,2023-08-30,,2.0,0,Video,#Dance,493845,920.0,69739,2051565.0,27.5158,Low
Instagram,viral_trends_dataset,2022-09-14,,2.0,0,Video,#Comedy,231529,6741.0,75728,3613144.0,8.6904,High
TikTok,viral_trends_dataset,2022-06-04,,5.0,1,Video,#Fashion,88443,45032.0,19996,1605981.0,9.5562,Low
TikTok,viral_trends_dataset,2022-03-02,,2.0,0,Live,#Gaming,274406,30406.0,31047,2850412.0,11.7828,Low
TikTok,viral_trends_dataset,2022-10-03,,0.0,0,Video,#Challenge,134984,42823.0,35106,1043395.0,20.4058,Medium
Instagram,viral_trends_dataset,2022-05-28,,5.0,1,Live,#Fitness,309626,19443.0,19111,1438981.0,24.1963,High
Instagram,viral_trends_dataset,2023-07-05,,2.0,0,Live,#Viral,134611,19291.0,34849,478152.0,39.4751,Low
Twitter,viral_trends_dataset,2022-05-15,,6.0,1,Video,#Tech,361649,29515.0,78420,1953776.0,24.0347,High
YouTube,viral_trends_dataset,2023-02-06,,0.0,0,Live,#Viral,455104,18693.0,37331,1635786.0,31.2466,High
TikTok,viral_trends_dataset,2022-11-27,,6.0,1,Video,#Viral,378209,40043.0,5033,3832572.0,11.0444,Medium
TikTok,viral_trends_dataset,2022-12-25,,6.0,1,Text,#Viral,406251,13908.0,21371,1331460.0,33.1613,High
Twitter,viral_trends_dataset,2023-01-10,,1.0,0,Video,#Tech,51239,48395.0,41476,3815471.0,3.6984,High
Twitter,viral_trends_dataset,2022-12-29,,3.0,0,Live,#Comedy,375163,27566.0,10621,2335176.0,17.701,High
Instagram,viral_trends_dataset,2023-10-16,,0.0,0,Video,#Education,499312,6281.0,94311,812354.0,73.8476,Low
YouTube,viral_trends_dataset,2023-12-02,,5.0,1,Video,#Challenge,241725,17323.0,85264,1826169.0,18.8543,Medium
Instagram,viral_trends_dataset,2023-11-12,,6.0,1,Image,#Music,119745,24671.0,44035,2537706.0,7.426,High
YouTube,viral_trends_dataset,2022-03-16,,2.0,0,Live,#Fitness,87418,40766.0,69326,3932748.0,5.0222,Low
YouTube,viral_trends_dataset,2022-06-28,,1.0,0,Image,#Fitness,260423,14245.0,7198,4542259.0,6.2054,Medium
TikTok,viral_trends_dataset,2022-12-14,,2.0,0,Text,#Tech,423159,983.0,10438,3546258.0,12.2546,Medium
YouTube,viral_trends_dataset,2023-05-20,,5.0,1,Video,#Music,349435,11363.0,15210,4070231.0,9.238,Medium
Instagram,viral_trends_dataset,2023-06-13,,1.0,0,Video,#Dance,499664,9299.0,49136,133501.0,418.0486,Low
YouTube,viral_trends_dataset,2023-11-17,,4.0,0,Text,#Challenge,73237,16499.0,48965,4322144.0,3.2091,High
Instagram,viral_trends_dataset,2022-03-23,,2.0,0,Image,#Education,91574,15922.0,67902,2470375.0,7.1001,Low
Twitter,viral_trends_dataset,2023-04-14,,4.0,0,Video,#Music,276752,37422.0,69452,142941.0,268.3807,Medium
YouTube,viral_trends_dataset,2022-01-10,,0.0,0,Live,#Challenge,129066,23221.0,16337,2041537.0,8.2597,Medium
TikTok,viral_trends_dataset,2023-05-07,,6.0,1,Video,#Tech,460471,19165.0,79903,1188268.0,47.0886,High
Instagram,viral_trends_dataset,2022-03-24,,3.0,0,Video,#Dance,447160,33907.0,13987,2994745.0,16.5308,Low
TikTok,viral_trends_dataset,2023-06-05,,0.0,0,Video,#Comedy,383162,19654.0,46613,3568414.0,12.5946,Medium
Twitter,viral_trends_dataset,2022-08-04,,3.0,0,Image,#Viral,4215,34938.0,40958,1693404.0,4.7308,Medium
Twitter,viral_trends_dataset,2023-06-17,,5.0,1,Live,#Fitness,160629,37369.0,19177,467867.0,46.4181,Medium
Instagram,viral_trends_dataset,2023-09-12,,1.0,0,Image,#Tech,19233,47447.0,44540,2875293.0,3.8681,Low
TikTok,viral_trends_dataset,2022-12-12,,0.0,0,Text,#Fitness,346257,19065.0,43800,2618940.0,15.6217,High
Twitter,viral_trends_dataset,2022-12-23,,4.0,0,Text,#Dance,256086,1031.0,82449,4768756.0,7.1206,High
Twitter,viral_trends_dataset,2023-10-29,,6.0,1,Text,#Fashion,71562,5899.0,5400,4410251.0,1.8788,Medium
TikTok,viral_trends_dataset,2022-03-07,,0.0,0,Video,#Fashion,381858,7705.0,20552,314380.0,130.452,High
Twitter,viral_trends_dataset,2023-05-21,,6.0,1,Text,#Gaming,156812,38728.0,98830,2386028.0,12.3372,Low
TikTok,viral_trends_dataset,2022-05-23,,0.0,0,Live,#Dance,491842,45190.0,23554,3321611.0,16.8769,Low
YouTube,viral_trends_dataset,2022-07-22,,4.0,0,Video,#Fashion,476260,40176.0,92683,3494450.0,17.431,Low
Twitter,viral_trends_dataset,2023-10-09,,0.0,0,Image,#Gaming,339897,46662.0,81012,3503879.0,13.3444,Medium
TikTok,viral_trends_dataset,2023-02-02,,3.0,0,Live,#Music,62946,853.0,46878,4335992.0,2.5525,Low
TikTok,viral_trends_dataset,2022-04-18,,0.0,0,Text,#Comedy,343953,6385.0,14008,1159220.0,31.4303,Medium
TikTok,viral_trends_dataset,2023-07-25,,1.0,0,Image,#Fitness,414830,11743.0,64316,2830681.0,17.3417,Low
TikTok,viral_trends_dataset,2022-01-29,,5.0,1,Text,#Comedy,222648,14286.0,81518,891861.0,35.7065,High
Instagram,viral_trends_dataset,2023-12-09,,5.0,1,Video,#Music,223788,14001.0,28338,2229517.0,11.9365,High
Instagram,viral_trends_dataset,2023-12-11,,0.0,0,Text,#Challenge,55437,10261.0,78284,4454713.0,3.2321,Low
YouTube,viral_trends_dataset,2023-10-19,,3.0,0,Image,#Challenge,442021,17053.0,75721,3517027.0,15.2059,Medium
YouTube,viral_trends_dataset,2022-03-22,,1.0,0,Video,#Fashion,22683,731.0,19211,2555232.0,1.6681,Medium
Instagram,viral_trends_dataset,2022-05-13,,4.0,0,Video,#Viral,75633,12416.0,52102,2607404.0,5.3751,High
TikTok,viral_trends_dataset,2022-03-24,,3.0,0,Live,#Comedy,240559,4022.0,15013,387046.0,67.0706,Medium
Instagram,viral_trends_dataset,2023-05-22,,0.0,0,Text,#Challenge,94613,47524.0,21873,3561125.0,4.6056,Medium
Twitter,viral_trends_dataset,2022-05-30,,0.0,0,Image,#Gaming,99877,46295.0,37503,1915575.0,9.5885,High
Instagram,viral_trends_dataset,2022-10-24,,0.0,0,Video,#Music,349303,21451.0,22384,3725186.0,10.5535,Low
YouTube,viral_trends_dataset,2022-09-01,,3.0,0,Video,#Music,163309,48057.0,99334,3586750.0,8.6624,Medium
YouTube,viral_trends_dataset,2023-02-12,,6.0,1,Video,#Fitness,456820,5984.0,93107,1757464.0,31.6314,Medium
YouTube,viral_trends_dataset,2023-06-03,,5.0,1,Video,#Comedy,439425,31690.0,16142,3725746.0,13.0781,Low
Twitter,viral_trends_dataset,2023-12-30,,5.0,1,Video,#Comedy,422339,4809.0,726,2179942.0,19.6278,Medium
TikTok,viral_trends_dataset,2022-12-18,,6.0,1,Video,#Dance,354703,15832.0,79037,2454286.0,18.3178,High
Instagram,viral_trends_dataset,2023-04-17,,0.0,0,Image,#Comedy,236274,40757.0,45770,1722355.0,18.7418,Low
YouTube,viral_trends_dataset,2022-09-24,,5.0,1,Video,#Fitness,159864,17527.0,50509,1886158.0,12.0828,Medium
Instagram,viral_trends_dataset,2023-09-19,,1.0,0,Video,#Music,294331,41720.0,39137,2411833.0,15.5561,High
Instagram,viral_trends_dataset,2022-08-18,,3.0,0,Video,#Tech,357050,1365.0,25187,528143.0,72.6322,Medium
TikTok,viral_trends_dataset,2022-11-28,,0.0,0,Video,#Gaming,308802,24236.0,18650,1606741.0,21.8883,High
Instagram,viral_trends_dataset,2023-05-09,,1.0,0,Image,#Gaming,38532,12777.0,98666,1252622.0,11.9729,Low
YouTube,viral_trends_dataset,2023-05-17,,2.0,0,Text,#Challenge,183527,10565.0,74350,3033929.0,8.848,Low
TikTok,viral_trends_dataset,2022-09-30,,4.0,0,Text,#Fitness,114130,17982.0,35159,2801491.0,5.9708,Low
YouTube,viral_trends_dataset,2023-04-27,,3.0,0,Image,#Tech,207836,4400.0,53641,2337854.0,11.3727,High
Instagram,viral_trends_dataset,2023-09-17,,6.0,1,Video,#Music,376444,49230.0,44939,1405761.0,33.4775,Low
TikTok,viral_trends_dataset,2022-06-22,,2.0,0,Video,#Tech,269878,42348.0,29285,1042317.0,32.7646,Medium
YouTube,viral_trends_dataset,2023-07-10,,0.0,0,Image,#Viral,465489,24827.0,41804,4807013.0,11.0697,Low
Twitter,viral_trends_dataset,2023-06-15,,3.0,0,Live,#Fitness,450601,10111.0,77964,2367995.0,22.7482,Low
